94.013 ,0.682 
89.261 ,0.717 
85.419 ,0.744 
82.616 ,0.741 
80.959 ,0.767 
80.520 ,0.777 
81.317 ,0.797 
83.315 ,0.765 
86.432 ,0.727 
90.551 ,0.739 
95.543 ,0.674 
89.228 ,0.687 
84.206 ,0.756 
80.123 ,0.781 
77.127 ,0.783 
75.350 ,0.796 
74.877 ,0.810 
75.734 ,0.795 
77.876 ,0.786 
81.201 ,0.757 
85.573 ,0.710 
90.839 ,0.689 
85.352 ,0.608 
80.087 ,0.690 
75.782 ,0.717 
72.607 ,0.729 
70.716 ,0.760 
70.213 ,0.758 
71.125 ,0.739 
73.402 ,0.725 
76.921 ,0.693 
81.523 ,0.652 
87.034 ,0.589 
82.512 ,0.536 
77.053 ,0.624 
72.568 ,0.663 
69.246 ,0.669 
67.261 ,0.691 
66.731 ,0.699 
67.691 ,0.678 
70.079 ,0.691 
73.757 ,0.632 
78.544 ,0.602 
84.251 ,0.524 
80.817 ,0.492 
75.236 ,0.570 
70.635 ,0.616 
67.218 ,0.625 
65.171 ,0.639 
64.624 ,0.649 
65.614 ,0.640 
68.075 ,0.622 
71.856 ,0.562 
76.762 ,0.526 
82.592 ,0.451 
80.341 ,0.392 
74.724 ,0.489 
70.090 ,0.538 
66.645 ,0.569 
64.579 ,0.607 
64.027 ,0.628 
65.027 ,0.587 
67.509 ,0.591 
71.320 ,0.528 
76.260 ,0.479 
82.126 ,0.399 
81.105 ,0.364 
75.544 ,0.435 
70.964 ,0.502 
67.563 ,0.523 
65.527 ,0.563 
64.983 ,0.593 
65.968 ,0.554 
68.416 ,0.549 
72.179 ,0.486 
77.064 ,0.421 
82.873 ,0.316 
83.074 ,0.316 
77.654 ,0.374 
73.206 ,0.419 
69.915 ,0.460 
67.949 ,0.489 
67.425 ,0.490 
68.375 ,0.481 
70.740 ,0.470 
74.385 ,0.412 
79.134 ,0.338 
84.801 ,0.261 
86.166 ,0.229 
80.954 ,0.307 
76.697 ,0.360 
73.562 ,0.382 
71.697 ,0.405 
71.200 ,0.403 
72.100 ,0.396 
74.347 ,0.390 
77.823 ,0.338 
82.374 ,0.290 
87.833 ,0.200 
90.265 ,0.157 
85.304 ,0.248 
81.276 ,0.297 
78.325 ,0.309 
76.575 ,0.328 
76.110 ,0.342 
76.953 ,0.326 
79.062 ,0.311 
82.339 ,0.269 
86.653 ,0.196 
91.858 ,0.080 
95.242 ,0.063 
90.554 ,0.141 
86.770 ,0.190 
84.012 ,0.212 
82.384 ,0.234 
81.952 ,0.229 
82.735 ,0.241 
84.700 ,0.218 
87.767 ,0.189 
91.827 ,0.096 
96.753 ,-0.019 
100.967 ,-0.106 
96.558 ,0.005 
93.018 ,0.052 
90.451 ,0.089 
88.940 ,0.108 
88.540 ,0.118 
89.266 ,0.108 
91.090 ,0.077 
93.949 ,0.052 
97.752 ,-0.025 
102.394 ,-0.139 
107.321 ,-0.300 
103.183 ,-0.154 
99.878 ,-0.107 
97.492 ,-0.082 
96.092 ,-0.052 
95.722 ,-0.059 
96.394 ,-0.070 
98.085 ,-0.085 
100.746 ,-0.127 
104.301 ,-0.191 
108.664 ,-0.252 
87.513 ,0.570 
82.387 ,0.613 
78.208 ,0.638 
75.137 ,0.651 
73.311 ,0.672 
72.825 ,0.679 
73.706 ,0.684 
75.905 ,0.665 
79.313 ,0.638 
83.783 ,0.630 
89.155 ,0.578 
82.352 ,0.539 
76.882 ,0.610 
72.386 ,0.648 
69.056 ,0.670 
67.065 ,0.683 
66.533 ,0.701 
67.496 ,0.682 
69.891 ,0.674 
73.578 ,0.653 
78.376 ,0.607 
84.094 ,0.582 
78.135 ,0.470 
72.346 ,0.544 
67.550 ,0.583 
63.968 ,0.609 
61.813 ,0.644 
61.236 ,0.653 
62.281 ,0.643 
64.868 ,0.629 
68.826 ,0.595 
73.932 ,0.562 
79.969 ,0.494 
75.022 ,0.412 
68.973 ,0.494 
63.923 ,0.534 
60.126 ,0.564 
57.828 ,0.586 
57.211 ,0.593 
58.327 ,0.586 
61.083 ,0.580 
65.270 ,0.539 
70.634 ,0.495 
76.930 ,0.425 
73.154 ,0.362 
66.936 ,0.434 
61.720 ,0.482 
57.778 ,0.511 
55.383 ,0.542 
54.738 ,0.553 
55.904 ,0.556 
58.773 ,0.537 
63.114 ,0.486 
68.647 ,0.425 
75.110 ,0.338 
72.628 ,0.285 
66.360 ,0.368 
61.095 ,0.414 
57.110 ,0.450 
54.686 ,0.483 
54.032 ,0.499 
55.213 ,0.484 
58.117 ,0.483 
62.503 ,0.430 
68.086 ,0.376 
74.597 ,0.292 
73.471 ,0.240 
67.283 ,0.315 
62.096 ,0.366 
58.180 ,0.397 
55.802 ,0.433 
55.161 ,0.455 
56.319 ,0.436 
59.168 ,0.425 
63.482 ,0.381 
68.985 ,0.324 
75.419 ,0.229 
75.639 ,0.170 
69.644 ,0.241 
64.647 ,0.298 
60.895 ,0.338 
58.627 ,0.365 
58.018 ,0.371 
59.120 ,0.363 
61.840 ,0.353 
65.979 ,0.303 
71.290 ,0.244 
77.533 ,0.170 
79.023 ,0.088 
73.305 ,0.170 
68.575 ,0.224 
65.050 ,0.255 
62.932 ,0.283 
62.366 ,0.285 
63.391 ,0.279 
65.936 ,0.270 
69.832 ,0.230 
74.871 ,0.181 
80.837 ,0.110 
83.474 ,0.000 
78.083 ,0.086 
73.660 ,0.147 
70.391 ,0.173 
68.438 ,0.199 
67.918 ,0.210 
68.861 ,0.192 
71.210 ,0.178 
74.832 ,0.144 
79.554 ,0.088 
85.194 ,0.014 
88.832 ,-0.084 
83.787 ,-0.011 
79.682 ,0.052 
76.669 ,0.079 
74.881 ,0.098 
74.405 ,0.094 
75.267 ,0.084 
77.422 ,0.062 
80.766 ,0.028 
85.160 ,-0.030 
90.450 ,-0.102 
94.945 ,-0.222 
90.241 ,-0.139 
86.444 ,-0.090 
83.675 ,-0.056 
82.039 ,-0.041 
81.606 ,-0.033 
82.392 ,-0.039 
84.365 ,-0.070 
87.444 ,-0.097 
91.518 ,-0.157 
