94.013 ,0.093 
89.261 ,0.093 
85.419 ,0.082 
82.616 ,0.094 
80.959 ,0.085 
80.520 ,0.052 
81.317 ,0.094 
83.315 ,0.085 
86.432 ,0.105 
90.551 ,0.120 
95.543 ,0.158 
89.228 ,0.081 
84.206 ,0.078 
80.123 ,0.073 
77.127 ,0.078 
75.350 ,0.077 
74.877 ,0.058 
75.734 ,0.083 
77.876 ,0.078 
81.201 ,0.084 
85.573 ,0.087 
90.839 ,0.108 
85.352 ,0.085 
80.087 ,0.066 
75.782 ,0.065 
72.607 ,0.065 
70.716 ,0.070 
70.213 ,0.063 
71.125 ,0.078 
73.402 ,0.083 
76.921 ,0.089 
81.523 ,0.092 
87.034 ,0.107 
82.512 ,0.054 
77.053 ,0.037 
72.568 ,0.047 
69.246 ,0.037 
67.261 ,0.050 
66.731 ,0.046 
67.691 ,0.053 
70.079 ,0.066 
73.757 ,0.069 
78.544 ,0.074 
84.251 ,0.093 
80.817 ,0.073 
75.236 ,0.055 
70.635 ,0.059 
67.218 ,0.049 
65.171 ,0.063 
64.624 ,0.061 
65.614 ,0.063 
68.075 ,0.073 
71.856 ,0.068 
76.762 ,0.059 
82.592 ,0.059 
80.341 ,0.064 
74.724 ,0.057 
70.090 ,0.065 
66.645 ,0.057 
64.579 ,0.069 
64.027 ,0.069 
65.027 ,0.067 
67.509 ,0.075 
71.320 ,0.069 
76.260 ,0.059 
82.126 ,0.061 
81.105 ,0.053 
75.544 ,0.057 
70.964 ,0.065 
67.563 ,0.059 
65.527 ,0.069 
64.983 ,0.068 
65.968 ,0.065 
68.416 ,0.070 
72.179 ,0.067 
77.064 ,0.057 
82.873 ,0.059 
83.074 ,0.057 
77.654 ,0.061 
73.206 ,0.063 
69.915 ,0.059 
67.949 ,0.065 
67.425 ,0.067 
68.375 ,0.064 
70.740 ,0.067 
74.385 ,0.067 
79.134 ,0.060 
84.801 ,0.065 
86.166 ,0.081 
80.954 ,0.091 
76.697 ,0.092 
73.562 ,0.088 
71.697 ,0.087 
71.200 ,0.087 
72.100 ,0.077 
74.347 ,0.072 
77.823 ,0.071 
82.374 ,0.064 
87.833 ,0.069 
90.265 ,0.070 
85.304 ,0.086 
81.276 ,0.090 
78.325 ,0.092 
76.575 ,0.092 
76.110 ,0.094 
76.953 ,0.082 
79.062 ,0.077 
82.339 ,0.076 
86.653 ,0.071 
91.858 ,0.077 
95.242 ,0.097 
90.554 ,0.101 
86.770 ,0.099 
84.012 ,0.098 
