94.013,0.72
89.261,0.76
85.419,0.796
82.616,0.805
80.959,0.834
80.52,0.866
81.317,0.878
83.315,0.85
86.432,0.817
90.551,0.854
95.543,0.809
89.228,0.714
84.206,0.791
80.123,0.823
77.127,0.832
75.35,0.85
74.877,0.873
75.734,0.857
77.876,0.856
81.201,0.829
85.573,0.785
90.839,0.786
85.352,0.639
80.087,0.726
75.782,0.761
72.607,0.783
70.716,0.82
70.213,0.824
71.125,0.809
73.402,0.805
76.921,0.777
81.523,0.74
87.034,0.694
82.512,0.569
77.053,0.667
72.568,0.711
69.246,0.727
67.261,0.751
66.731,0.762
67.691,0.745
70.079,0.764
73.757,0.707
78.544,0.681
84.251,0.616
80.817,0.519
75.236,0.602
70.635,0.651
67.218,0.672
65.171,0.694
64.624,0.709
65.614,0.705
68.075,0.698
71.856,0.64
76.762,0.607
82.592,0.534
80.341,0.423
74.724,0.527
70.09,0.581
66.645,0.619
64.579,0.662
64.027,0.685
65.027,0.65
67.509,0.662
71.32,0.602
76.26,0.556
82.126,0.484
81.105,0.392
75.544,0.473
70.964,0.542
67.563,0.575
65.527,0.626
64.983,0.655
65.968,0.623
68.416,0.626
72.179,0.567
77.064,0.508
82.873,0.421
83.074,0.347
77.654,0.408
73.206,0.462
69.915,0.51
67.949,0.546
67.425,0.552
68.375,0.546
70.74,0.542
74.385,0.491
79.134,0.427
84.801,0.373
86.166,0.281
80.954,0.358
76.697,0.407
73.562,0.441
71.697,0.473
71.2,0.478
72.1,0.481
74.347,0.48
77.823,0.431
82.374,0.392
87.833,0.333
90.265,0.214
85.304,0.295
81.276,0.348
78.325,0.368
76.575,0.398
76.11,0.418
76.953,0.411
79.062,0.408
82.339,0.375
86.653,0.324
91.858,0.266
95.242,0.187
90.554,0.232
86.77,0.265
84.012,0.295
82.384,0.32
81.952,0.323
82.735,0.34
84.7,0.332
87.767,0.316
91.827,0.255
96.753,0.229
100.967,0.218
96.558,0.207
93.018,0.204
90.451,0.23
88.94,0.252
88.54,0.274
89.266,0.282
91.09,0.271
93.949,0.259
97.752,0.256
102.394,0.297
107.321,0.403
103.183,0.282
99.878,0.22
97.492,0.21
96.092,0.215
95.722,0.24
96.394,0.264
98.085,0.253
100.746,0.275
104.301,0.313
108.664,0.336
87.513,0.59
82.387,0.635
78.208,0.668
75.137,0.686
73.311,0.718
72.825,0.733
73.706,0.742
75.905,0.742
79.313,0.703
83.783,0.731
89.155,0.69
82.352,0.552
76.882,0.628
72.386,0.67
69.056,0.696
67.065,0.719
66.533,0.734
67.496,0.719
69.891,0.724
73.578,0.701
78.376,0.672
84.094,0.664
78.135,0.48
72.346,0.556
67.55,0.601
63.968,0.633
61.813,0.681
61.236,0.69
62.281,0.684
64.868,0.683
68.826,0.652
73.932,0.629
79.969,0.571
75.022,0.425
68.973,0.511
63.923,0.555
60.126,0.589
57.828,0.622
57.211,0.625
58.327,0.619
61.083,0.618
65.27,0.585
70.634,0.553
76.93,0.496
73.154,0.384
66.936,0.452
61.72,0.499
57.778,0.535
55.383,0.573
54.738,0.587
55.904,0.598
58.773,0.583
63.114,0.54
68.647,0.488
75.11,0.399
72.628,0.296
66.36,0.376
61.095,0.427
57.11,0.472
54.686,0.508
54.032,0.524
55.213,0.515
58.117,0.51
62.503,0.469
68.086,0.43
74.597,0.364
73.471,0.273
67.283,0.337
62.096,0.384
58.18,0.422
55.802,0.46
55.161,0.485
56.319,0.476
59.168,0.459
63.482,0.423
68.985,0.378
75.419,0.292
75.639,0.222
69.644,0.274
64.647,0.327
60.895,0.372
58.627,0.391
58.018,0.403
59.12,0.404
61.84,0.384
65.979,0.345
71.29,0.305
77.533,0.248
79.023,0.165
73.305,0.212
68.575,0.247
65.05,0.286
62.932,0.308
62.366,0.319
63.391,0.33
65.936,0.313
69.832,0.285
74.871,0.259
80.837,0.22
83.474,0.166
78.083,0.177
73.66,0.212
70.391,0.235
68.438,0.251
67.918,0.264
68.861,0.261
71.21,0.239
74.832,0.216
79.554,0.193
85.194,0.179
88.832,0.22
83.787,0.187
79.682,0.179
76.669,0.191
74.881,0.183
74.405,0.189
75.267,0.187
77.422,0.169
80.766,0.166
85.16,0.152
90.45,0.198
94.945,0.315
90.241,0.237
86.444,0.192
83.675,0.164
82.039,0.164
81.606,0.17
82.392,0.161
84.365,0.172
87.444,0.187
91.518,0.214
96.46,0.279
101.675,0.479
97.297,0.369
93.786,0.32
91.24,0.286
89.743,0.273
89.346,0.277
90.066,0.275
91.874,0.269
94.709,0.302
98.483,0.343
103.092,0.399
81.723,0.5
76.208,0.552
71.67,0.575
68.305,0.607
66.292,0.63
65.754,0.645
66.728,0.652
69.149,0.647
72.874,0.644
77.715,0.656
83.479,0.633
76.17,0.476
70.22,0.532
65.267,0.565
61.553,0.596
59.311,0.607
58.709,0.63
